package_id,customer_id,customer_type,delivery_date,delivery_days,package_value,package_weight_kg,delivery_cost,region,zone,provider,shipping_type,is_peak_season,is_profitable
PKG113694,CUST0929,nuevo,2024-12-27,2.3,0.2,1.33,2.58,Piura,Norte,LogisticX,Normal,1,0
PKG113695,CUST0140,frecuente,2024-09-15,3.2,1.43,1.28,2.01,Lima,Centro,EnvíaloYa,Express,0,0
PKG113696,CUST0397,premium,2024-11-25,6.6,1.62,3.13,4.08,Junín,Centro,RapidBox,Express,1,0
PKG113697,CUST1402,nuevo,2024-12-22,0.9,0.87,6.5,2.03,Ancash,Centro,EnvíaloYa,Express,1,0
PKG113698,CUST1525,premium,2024-01-07,3.9,1.07,3.38,2.4,Junín,Centro,EnvíaloYa,Normal,0,0
PKG113699,CUST1133,nuevo,2024-11-09,2.8,1.01,2.59,2.52,Piura,Norte,RapidBox,Normal,1,0
PKG113700,CUST1894,frecuente,2024-11-27,0.8,0.22,2.7,2.16,Loreto,Oriente,RapidBox,Normal,1,0
PKG113701,CUST1751,nuevo,2024-09-12,0.8,0.46,2.14,2.19,Callao,Centro,PerúGo,Normal,0,0
PKG113702,CUST1848,nuevo,2024-11-22,1.9,0.21,1.37,2.33,Lima,Centro,LogisticX,Normal,1,0
PKG113703,CUST1058,premium,2024-12-08,3.5,0.74,1.92,3.9,Arequipa,Sur,EnvíaloYa,Normal,1,0
PKG113704,CUST1646,nuevo,2024-07-11,2.9,0.65,0.54,1.47,Tacna,Sur,FastCargo,Normal,0,0
PKG113705,CUST1981,premium,2024-07-16,2.3,2.65,1.22,1.99,Callao,Centro,RapidBox,Express,0,0
PKG113706,CUST0825,premium,2024-02-23,5.8,1.93,3.6,2.28,Arequipa,Sur,FastCargo,Normal,0,0
PKG113707,CUST0664,nuevo,2024-12-26,11.9,0.69,1.96,1.42,Arequipa,Sur,RapidBox,Normal,1,0
PKG113708,CUST0441,premium,2024-01-21,2.2,1.02,5.07,2.57,Huancavelica,Sierra,EnvíaloYa,Normal,0,0
PKG113709,CUST0715,frecuente,2024-10-14,0.6,0.15,0.94,1.67,Lima,Centro,PerúGo,Normal,0,0
PKG113710,CUST1900,frecuente,2024-11-05,2.4,2.48,1.56,2.18,Lima,Centro,EnvíaloYa,Express,1,0
PKG113711,CUST1405,nuevo,2024-03-27,2.4,10.35,1.46,2.28,Callao,Centro,LogisticX,Normal,0,0
PKG113712,CUST0351,nuevo,2024-10-25,2.3,1.19,1.02,2.04,Lima,Centro,FastCargo,Normal,0,0
PKG113713,CUST1039,nuevo,2024-06-28,1.6,0.62,4.45,2.37,Lima,Centro,PerúGo,Normal,0,0
PKG113714,CUST0138,frecuente,2024-12-07,4.0,0.78,0.49,4.18,Amazonas,Sierra,EnvíaloYa,Normal,1,0
PKG113715,CUST1240,nuevo,2024-12-10,2.8,1.46,0.91,2.16,Lima,Centro,LogisticX,Normal,1,0
PKG113716,CUST1724,premium,2024-09-20,8.0,0.83,2.39,1.73,La Libertad,Norte,LogisticX,Express,0,0
PKG113717,CUST1159,premium,2024-09-22,8.8,1.44,3.59,2.17,Lima,Centro,RapidBox,Normal,0,0
PKG113718,CUST1758,nuevo,2024-02-16,5.3,0.24,1.38,4.47,Cajamarca,Norte,LogisticX,Normal,0,0
PKG113719,CUST1260,premium,2024-08-05,1.1,0.32,1.99,4.67,Cusco,Sur,FastCargo,Normal,0,0
PKG113720,CUST1058,frecuente,2024-09-04,0.8,0.74,1.01,4.12,Ucayali,Oriente,EnvíaloYa,Normal,0,0
PKG113721,CUST0492,premium,2024-09-29,2.9,0.9,1.5,2.34,Piura,Norte,RapidBox,Express,0,0
PKG113722,CUST0380,nuevo,2024-10-03,1.2,0.26,0.67,2.23,Junín,Centro,PerúGo,Express,0,0
PKG113723,CUST0312,nuevo,2024-02-26,1.3,3.04,1.37,4.37,Lima,Centro,FastCargo,Normal,0,0
PKG113724,CUST1234,frecuente,2024-04-09,1.7,0.93,1.28,2.28,Callao,Centro,EnvíaloYa,Normal,0,0
PKG113725,CUST1199,frecuente,2024-09-21,1.8,1.8,1.83,1.5,Pasco,Centro,EnvíaloYa,Express,0,0
PKG113726,CUST0049,nuevo,2024-08-18,1.6,0.26,2.15,4.39,Huancavelica,Sierra,PerúGo,Express,0,0
PKG113727,CUST0494,nuevo,2024-03-27,1.7,0.15,1.3,2.07,San Martín,Oriente,FastCargo,Normal,0,0
PKG113728,CUST1067,nuevo,2024-11-19,2.1,1.73,2.74,3.54,Ucayali,Oriente,EnvíaloYa,Express,1,0
PKG113729,CUST1526,premium,2024-03-12,4.0,4.4,1.71,2.29,Lima,Centro,RapidBox,Normal,0,1
PKG113730,CUST0677,nuevo,2024-01-04,2.3,1.55,0.56,3.88,Lima,Centro,EnvíaloYa,Normal,0,0
PKG113731,CUST1958,frecuente,2024-11-14,6.0,0.46,2.4,2.48,Lima,Centro,PerúGo,Normal,1,0
PKG113732,CUST0258,premium,2024-02-20,1.8,0.59,2.55,3.98,La Libertad,Norte,PerúGo,Express,0,0
PKG113733,CUST0786,nuevo,2024-02-06,1.7,10.72,1.75,2.39,Junín,Centro,RapidBox,Normal,0,1
PKG113734,CUST1128,premium,2024-02-22,1.1,1.15,2.53,3.64,La Libertad,Norte,PerúGo,Normal,0,0
PKG113735,CUST1249,frecuente,2024-12-24,0.9,0.73,0.71,2.55,Arequipa,Sur,PerúGo,Normal,1,0
PKG113736,CUST0199,frecuente,2024-03-05,2.7,1.3,1.39,1.61,Piura,Norte,LogisticX,Express,0,0
PKG113737,CUST0168,nuevo,2024-12-12,3.4,0.5,1.72,2.31,Cusco,Sur,EnvíaloYa,Express,1,0
PKG113738,CUST0007,frecuente,2024-12-04,4.7,1.62,1.47,3.96,Lima,Centro,RapidBox,Normal,1,0
PKG113739,CUST0422,frecuente,2024-12-12,2.0,0.23,1.38,4.15,Lima,Centro,PerúGo,Normal,1,0
PKG113740,CUST1273,nuevo,2024-11-13,0.5,1.81,1.22,1.67,Lima,Centro,EnvíaloYa,Normal,1,0
PKG113741,CUST0460,nuevo,2024-04-04,2.0,1.1,0.87,3.81,Arequipa,Sur,RapidBox,Normal,0,0
PKG113742,CUST1557,nuevo,2024-12-04,1.8,6.37,2.77,2.25,Lima,Centro,RapidBox,Normal,1,1
PKG113743,CUST0084,nuevo,2024-11-08,4.6,0.4,1.68,3.48,Huánuco,Centro,LogisticX,Normal,1,0
PKG113744,CUST1432,nuevo,2024-11-09,6.1,0.3,2.36,2.33,Lima,Centro,EnvíaloYa,Normal,1,0
PKG113745,CUST1608,nuevo,2024-11-14,7.2,0.8,1.24,2.7,Lima,Centro,PerúGo,Express,1,0
PKG113746,CUST1560,premium,2024-03-31,4.2,0.1,0.51,1.71,Ucayali,Oriente,FastCargo,Express,0,0
PKG113747,CUST1841,nuevo,2024-06-26,4.0,3.41,1.14,2.37,Pasco,Centro,RapidBox,Normal,0,0
PKG113748,CUST0430,premium,2024-12-31,0.5,0.29,0.85,3.6,La Libertad,Norte,RapidBox,Normal,1,0
PKG113749,CUST1220,frecuente,2024-12-16,4.1,0.16,1.96,1.62,Cajamarca,Norte,RapidBox,Normal,1,0
PKG113750,CUST0863,nuevo,2024-08-07,2.4,1.27,0.93,1.75,Madre de Dios,Oriente,LogisticX,Normal,0,0
PKG113751,CUST0244,nuevo,2024-12-30,1.6,0.65,1.73,2.16,La Libertad,Norte,LogisticX,Normal,1,0
PKG113752,CUST0152,frecuente,2024-02-12,5.4,2.02,3.73,4.04,Ica,Sur,PerúGo,Normal,0,0
PKG113753,CUST0390,frecuente,2024-07-31,0.5,6.02,1.3,1.31,La Libertad,Norte,EnvíaloYa,Normal,0,1
PKG113754,CUST0962,premium,2024-11-07,2.7,0.64,1.29,1.52,Lambayeque,Norte,EnvíaloYa,Normal,1,0
PKG113755,CUST0574,nuevo,2024-11-15,4.6,1.68,1.86,2.09,Callao,Centro,FastCargo,Express,1,0
PKG113756,CUST1116,nuevo,2024-12-08,8.5,0.24,0.7,4.12,Lima,Centro,EnvíaloYa,Normal,1,0
PKG113757,CUST1181,frecuente,2024-11-29,0.5,1.48,1.21,2.42,Piura,Norte,EnvíaloYa,Normal,1,0
PKG113758,CUST1900,nuevo,2024-11-23,4.8,1.14,3.2,4.1,Arequipa,Sur,EnvíaloYa,Normal,1,0
PKG113759,CUST1282,premium,2024-12-28,0.5,2.76,1.69,4.02,Loreto,Oriente,EnvíaloYa,Express,1,0
PKG113760,CUST0156,nuevo,2024-11-13,6.1,0.3,1.14,1.77,Pasco,Centro,RapidBox,Normal,1,0
PKG113761,CUST0409,nuevo,2024-01-04,2.9,1.36,1.36,2.15,Lima,Centro,PerúGo,Normal,0,0
PKG113762,CUST1250,nuevo,2024-11-15,5.3,1.61,1.65,1.79,Callao,Centro,RapidBox,Express,1,0
PKG113763,CUST0007,frecuente,2024-12-02,1.0,0.38,1.95,1.86,Callao,Centro,FastCargo,Normal,1,0
PKG113764,CUST1117,premium,2024-12-22,2.8,0.46,0.81,3.93,Lima,Centro,EnvíaloYa,Express,1,0
PKG113765,CUST1061,frecuente,2024-08-27,0.7,1.5,3.1,4.06,Lambayeque,Norte,FastCargo,Normal,0,0
PKG113766,CUST1273,frecuente,2024-02-01,1.5,1.2,1.71,4.25,Callao,Centro,EnvíaloYa,Normal,0,0
PKG113767,CUST0127,nuevo,2024-03-18,1.0,0.74,5.06,2.03,La Libertad,Norte,PerúGo,Normal,0,0
PKG113768,CUST0619,frecuente,2024-12-20,7.6,0.23,1.52,2.28,Ancash,Centro,LogisticX,Express,1,0
PKG113769,CUST0152,nuevo,2024-12-25,4.2,0.2,0.81,3.7,Piura,Norte,PerúGo,Express,1,0
PKG113770,CUST1613,premium,2024-05-21,1.7,0.63,1.76,2.19,Tumbes,Norte,FastCargo,Normal,0,0
PKG113771,CUST1066,premium,2024-11-22,2.0,0.52,1.22,4.63,Piura,Norte,PerúGo,Express,1,0
PKG113772,CUST0437,frecuente,2024-10-15,11.0,19.06,0.92,2.14,Ica,Sur,RapidBox,Normal,0,0
PKG113773,CUST0103,premium,2024-11-13,3.2,0.71,2.16,3.68,La Libertad,Norte,RapidBox,Normal,1,0
PKG113774,CUST0863,frecuente,2024-01-31,4.6,0.53,3.5,2.21,Cajamarca,Norte,EnvíaloYa,Express,0,0
PKG113775,CUST1352,nuevo,2024-12-27,1.0,0.13,1.98,3.91,Puno,Sur,LogisticX,Normal,1,0
PKG113776,CUST0007,frecuente,2024-10-14,6.5,0.41,1.1,2.07,Amazonas,Sierra,PerúGo,Express,0,0
PKG113777,CUST1941,nuevo,2024-12-04,3.5,1.15,0.81,1.7,Pasco,Centro,FastCargo,Normal,1,0
PKG113778,CUST0348,frecuente,2024-11-03,0.5,0.71,2.16,2.2,Lima,Centro,RapidBox,Normal,1,0
PKG113779,CUST1225,nuevo,2024-12-14,1.1,1.31,2.69,1.7,Piura,Norte,FastCargo,Normal,1,0
PKG113780,CUST0251,premium,2024-11-17,2.6,2.89,1.52,2.63,Pasco,Centro,RapidBox,Express,1,0
PKG113781,CUST1834,frecuente,2024-07-14,3.4,1.71,5.49,4.05,Lima,Centro,FastCargo,Normal,0,0
PKG113782,CUST0259,frecuente,2024-10-31,2.2,0.33,2.08,3.81,Puno,Sur,RapidBox,Normal,0,0
PKG113783,CUST0833,frecuente,2024-12-06,7.5,0.31,4.1,3.96,Callao,Centro,LogisticX,Normal,1,0
PKG113784,CUST1090,nuevo,2024-06-12,4.9,0.6,3.06,1.86,Junín,Centro,RapidBox,Normal,0,0
PKG113785,CUST0290,frecuente,2024-12-06,0.6,0.79,4.01,2.02,Piura,Norte,PerúGo,Normal,1,0
PKG113786,CUST0586,frecuente,2024-11-26,3.1,0.7,0.82,4.14,Junín,Centro,LogisticX,Normal,1,0
PKG113787,CUST1871,frecuente,2024-01-06,0.5,0.48,3.71,1.49,Callao,Centro,EnvíaloYa,Normal,0,0
PKG113788,CUST0910,frecuente,2024-12-15,1.1,0.2,1.28,1.79,Lima,Centro,PerúGo,Normal,1,0
PKG113789,CUST1024,nuevo,2024-11-03,9.9,4.17,1.06,1.91,Ucayali,Oriente,EnvíaloYa,Normal,1,0
PKG113790,CUST1872,nuevo,2024-12-23,6.8,0.48,1.47,3.98,Loreto,Oriente,PerúGo,Normal,1,0
PKG113791,CUST0985,nuevo,2024-01-07,3.4,0.9,2.84,3.8,Arequipa,Sur,FastCargo,Normal,0,0
PKG113792,CUST1166,frecuente,2024-12-15,0.7,0.88,1.16,2.41,Ancash,Centro,LogisticX,Express,1,0
PKG113793,CUST0680,nuevo,2024-12-03,3.1,1.54,0.92,4.27,Ancash,Centro,LogisticX,Normal,1,0
PKG113794,CUST1132,frecuente,2024-11-20,1.3,1.09,1.43,2.17,La Libertad,Norte,LogisticX,Normal,1,0
PKG113795,CUST1541,nuevo,2024-11-12,1.3,1.02,2.11,4.15,Lima,Centro,FastCargo,Normal,1,0
PKG113796,CUST1114,nuevo,2024-11-13,1.7,3.18,0.78,3.86,Callao,Centro,PerúGo,Normal,1,0
PKG113797,CUST0357,nuevo,2024-12-12,1.5,0.74,2.33,1.68,Tacna,Sur,PerúGo,Normal,1,0
PKG113798,CUST0105,premium,2024-12-31,3.5,0.76,0.6,3.95,Lima,Centro,FastCargo,Normal,1,0
PKG113799,CUST1527,nuevo,2024-10-08,0.6,0.93,1.75,2.22,Lima,Centro,LogisticX,Normal,0,0
PKG113800,CUST0749,frecuente,2024-11-09,1.5,0.22,1.01,2.25,Lima,Centro,RapidBox,Normal,1,0
PKG113801,CUST0134,nuevo,2024-04-20,6.1,0.19,1.48,1.98,Lima,Centro,LogisticX,Normal,0,0
PKG113802,CUST0378,frecuente,2024-08-27,2.9,0.81,4.18,2.11,Pasco,Centro,RapidBox,Normal,0,0
PKG113803,CUST1904,frecuente,2024-04-13,4.0,1.06,4.13,3.41,Lima,Centro,PerúGo,Normal,0,0
PKG113804,CUST0284,premium,2024-01-07,2.1,1.02,2.4,3.55,La Libertad,Norte,RapidBox,Normal,0,0
PKG113805,CUST1882,frecuente,2024-11-28,11.4,2.21,0.46,1.81,Lima,Centro,RapidBox,Normal,1,0
PKG113806,CUST0565,frecuente,2024-07-05,4.5,2.46,5.12,1.84,Arequipa,Sur,LogisticX,Normal,0,0
PKG113807,CUST1470,premium,2024-12-16,5.9,0.23,0.47,1.94,Arequipa,Sur,RapidBox,Normal,1,0
PKG113808,CUST0056,premium,2024-10-26,1.1,0.12,2.2,2.03,Puno,Sur,EnvíaloYa,Normal,0,0
PKG113809,CUST0053,frecuente,2024-12-08,2.1,0.47,0.99,1.75,Callao,Centro,RapidBox,Normal,1,0
PKG113810,CUST0601,frecuente,2024-09-15,3.5,0.75,0.93,1.65,Loreto,Oriente,FastCargo,Normal,0,0
PKG113811,CUST0707,nuevo,2024-12-11,3.9,1.2,0.37,3.97,Lambayeque,Norte,PerúGo,Normal,1,0
PKG113812,CUST0743,nuevo,2024-12-14,4.3,0.83,1.56,3.9,San Martín,Oriente,PerúGo,Normal,1,0
PKG113813,CUST1191,nuevo,2024-10-11,5.8,0.71,4.53,2.72,Pasco,Centro,RapidBox,Normal,0,0
PKG113814,CUST0563,premium,2024-12-23,8.4,0.17,0.78,1.89,Arequipa,Sur,EnvíaloYa,Normal,1,0
PKG113815,CUST0267,premium,2024-06-29,1.7,0.43,0.64,4.11,Tacna,Sur,FastCargo,Normal,0,0
PKG113816,CUST0009,nuevo,2024-08-16,2.6,0.51,1.19,2.19,Ica,Sur,PerúGo,Normal,0,0
PKG113817,CUST1688,premium,2024-10-17,2.1,8.71,0.72,2.04,La Libertad,Norte,PerúGo,Express,0,0
PKG113818,CUST0980,nuevo,2024-12-01,3.3,0.64,0.68,4.14,Huánuco,Centro,EnvíaloYa,Normal,1,0
PKG113819,CUST0203,nuevo,2024-08-31,6.1,0.21,1.08,2.19,Lima,Centro,FastCargo,Normal,0,0
PKG113820,CUST0370,frecuente,2024-02-21,4.5,0.78,1.28,3.76,La Libertad,Norte,LogisticX,Normal,0,0
PKG113821,CUST0486,nuevo,2024-01-02,1.1,0.52,1.84,2.09,Ancash,Centro,LogisticX,Normal,0,0
PKG113822,CUST0429,nuevo,2024-12-16,6.3,1.38,2.04,3.7,Lima,Centro,PerúGo,Normal,1,0
PKG113823,CUST1560,frecuente,2024-11-18,4.2,0.51,1.47,3.94,Arequipa,Sur,PerúGo,Normal,1,0
PKG113824,CUST0844,nuevo,2024-04-13,2.3,0.34,1.87,4.01,Tacna,Sur,FastCargo,Express,0,0
PKG113825,CUST1443,nuevo,2024-12-20,6.1,0.27,2.69,4.01,Junín,Centro,PerúGo,Normal,1,0
PKG113826,CUST1195,frecuente,2024-11-28,0.5,1.65,0.8,2.05,Ancash,Centro,LogisticX,Express,1,0
PKG113827,CUST1592,premium,2024-12-03,6.2,0.14,0.57,1.87,Callao,Centro,FastCargo,Normal,1,0
PKG113828,CUST0481,premium,2024-10-01,1.5,2.35,1.21,2.07,La Libertad,Norte,PerúGo,Express,0,0
PKG113829,CUST0331,nuevo,2024-12-01,0.5,0.2,1.5,4.11,Ancash,Centro,LogisticX,Normal,1,0
PKG113830,CUST0052,nuevo,2024-11-13,2.9,3.6,1.45,1.95,Arequipa,Sur,FastCargo,Normal,1,1
PKG113831,CUST0810,premium,2024-11-29,2.8,1.7,2.73,4.18,Lima,Centro,FastCargo,Normal,1,0
PKG113832,CUST1126,nuevo,2024-07-25,3.1,0.2,0.77,3.23,Lima,Centro,PerúGo,Normal,0,0
PKG113833,CUST1885,nuevo,2024-11-05,0.5,2.69,0.53,4.54,Lima,Centro,FastCargo,Normal,1,0
PKG113834,CUST0789,frecuente,2024-01-22,4.5,6.42,1.1,3.9,Lima,Centro,PerúGo,Normal,0,0
PKG113835,CUST0688,frecuente,2024-04-09,0.8,2.73,0.55,4.34,Lima,Centro,RapidBox,Express,0,0
PKG113836,CUST1739,nuevo,2024-12-14,1.4,0.43,2.9,1.83,Lima,Centro,LogisticX,Normal,1,0
PKG113837,CUST0735,frecuente,2024-11-20,2.4,1.41,3.45,4.08,Callao,Centro,FastCargo,Express,1,0
PKG113838,CUST1835,frecuente,2024-12-11,0.5,1.43,1.76,2.14,Lima,Centro,LogisticX,Normal,1,0
PKG113839,CUST0482,nuevo,2024-11-08,0.6,3.73,0.91,1.94,Callao,Centro,FastCargo,Normal,1,0
PKG113840,CUST1168,frecuente,2024-09-20,3.3,1.35,5.41,2.12,Arequipa,Sur,FastCargo,Normal,0,0
PKG113841,CUST0880,frecuente,2024-12-09,2.9,0.13,2.65,2.18,Lima,Centro,FastCargo,Express,1,0
PKG113842,CUST1941,frecuente,2024-01-29,0.5,1.83,1.86,1.94,Ancash,Centro,PerúGo,Normal,0,0
PKG113843,CUST1748,frecuente,2024-11-23,2.1,0.12,0.54,2.31,Lambayeque,Norte,LogisticX,Normal,1,0
PKG113844,CUST0200,nuevo,2024-11-14,4.4,0.63,2.09,4.42,Callao,Centro,RapidBox,Normal,1,0
PKG113845,CUST0395,frecuente,2024-01-22,5.4,2.01,4.1,1.8,Ancash,Centro,EnvíaloYa,Normal,0,0
PKG113846,CUST0938,frecuente,2024-07-23,5.1,2.26,0.78,2.48,Arequipa,Sur,LogisticX,Normal,0,0
PKG113847,CUST1928,premium,2024-11-03,3.2,0.41,1.33,4.42,Lima,Centro,FastCargo,Express,1,0
PKG113848,CUST0245,nuevo,2024-01-20,3.7,0.27,8.7,4.01,Arequipa,Sur,LogisticX,Normal,0,0
PKG113849,CUST1086,frecuente,2024-07-06,3.0,3.2,2.05,3.93,Lima,Centro,PerúGo,Normal,0,0
PKG113850,CUST1078,nuevo,2024-01-10,0.5,1.48,0.49,1.94,Cusco,Sur,RapidBox,Normal,0,0
PKG113851,CUST1982,frecuente,2024-06-14,4.6,0.22,3.46,1.85,Lima,Centro,RapidBox,Normal,0,0
PKG113852,CUST1295,frecuente,2024-12-29,2.9,0.24,2.41,4.06,Lima,Centro,RapidBox,Normal,1,0
PKG113853,CUST1347,nuevo,2024-10-03,0.6,1.23,1.5,2.39,Cajamarca,Norte,PerúGo,Normal,0,0
PKG113854,CUST1130,frecuente,2024-12-25,2.4,0.3,1.55,1.69,Lima,Centro,PerúGo,Normal,1,0
PKG113855,CUST0678,nuevo,2024-12-08,5.1,0.83,1.42,4.11,Moquegua,Sur,EnvíaloYa,Normal,1,0
PKG113856,CUST0389,premium,2024-06-08,4.3,0.06,2.06,4.1,Lambayeque,Norte,RapidBox,Express,0,0
PKG113857,CUST0649,frecuente,2024-12-24,4.5,0.56,1.27,4.04,Lima,Centro,PerúGo,Normal,1,0
PKG113858,CUST1288,premium,2024-07-02,4.2,0.63,2.16,1.68,Lima,Centro,LogisticX,Express,0,0
PKG113859,CUST1380,frecuente,2024-07-29,6.9,0.33,0.9,4.34,Huancavelica,Sierra,PerúGo,Express,0,0
PKG113860,CUST0090,nuevo,2024-07-04,1.5,0.63,0.58,1.99,Ica,Sur,LogisticX,Express,0,0
PKG113861,CUST0439,nuevo,2024-09-26,1.7,0.34,1.56,3.93,Arequipa,Sur,RapidBox,Express,0,0
PKG113862,CUST1654,premium,2024-02-14,2.5,0.4,2.33,2.56,Tumbes,Norte,RapidBox,Normal,0,0
PKG113863,CUST1824,frecuente,2024-12-09,3.5,1.92,2.56,3.57,Callao,Centro,LogisticX,Express,1,0
PKG113864,CUST0158,frecuente,2024-02-19,2.7,2.0,6.65,3.99,Lima,Centro,RapidBox,Normal,0,0
PKG113865,CUST0029,nuevo,2024-10-18,2.7,0.28,0.69,4.08,San Martín,Oriente,LogisticX,Express,0,0
PKG113866,CUST1720,frecuente,2024-02-12,4.5,0.42,0.69,1.9,Lima,Centro,EnvíaloYa,Normal,0,0
PKG113867,CUST0903,frecuente,2024-11-19,1.1,2.0,2.99,3.82,Lima,Centro,FastCargo,Normal,1,0
PKG113868,CUST1552,frecuente,2024-10-01,3.0,0.81,1.96,2.91,Lima,Centro,FastCargo,Normal,0,0
PKG113869,CUST0138,frecuente,2024-01-01,3.8,0.37,1.06,1.94,Ayacucho,Sur,EnvíaloYa,Normal,0,0
PKG113870,CUST0860,nuevo,2024-09-20,9.2,1.43,2.1,4.07,Lima,Centro,FastCargo,Express,0,0
PKG113871,CUST0761,frecuente,2024-08-09,0.5,0.35,0.76,1.74,Lima,Centro,RapidBox,Normal,0,0
PKG113872,CUST1168,premium,2024-12-21,4.6,1.16,0.65,1.99,Ancash,Centro,RapidBox,Normal,1,0
PKG113873,CUST0771,premium,2024-11-13,2.6,2.13,0.56,2.19,Lima,Centro,FastCargo,Express,1,0
PKG113874,CUST1370,nuevo,2024-12-10,1.7,0.6,7.17,2.15,Tumbes,Norte,FastCargo,Express,1,0
PKG113875,CUST1351,frecuente,2024-03-29,0.9,0.52,1.49,1.85,Callao,Centro,FastCargo,Normal,0,0
PKG113876,CUST0731,frecuente,2024-03-18,1.3,1.95,1.38,2.15,Piura,Norte,PerúGo,Normal,0,0
PKG113877,CUST0143,premium,2024-04-21,2.4,6.43,0.8,3.85,Ancash,Centro,RapidBox,Normal,0,0
PKG113878,CUST0682,frecuente,2024-12-25,4.5,0.67,0.88,2.04,Cusco,Sur,LogisticX,Express,1,0
PKG113879,CUST1280,frecuente,2024-03-01,5.3,0.63,1.66,4.34,Ancash,Centro,RapidBox,Normal,0,0
PKG113880,CUST0246,premium,2024-10-21,3.0,0.27,0.67,4.02,Cusco,Sur,FastCargo,Normal,0,0
PKG113881,CUST0573,frecuente,2024-02-16,3.8,1.0,6.61,2.16,Lima,Centro,FastCargo,Normal,0,0
PKG113882,CUST0913,frecuente,2024-12-02,5.2,0.45,0.81,2.11,Lima,Centro,EnvíaloYa,Normal,1,0
PKG113883,CUST1934,frecuente,2024-08-22,0.8,1.05,1.28,3.97,Apurímac,Sur,FastCargo,Normal,0,0
PKG113884,CUST0478,nuevo,2024-11-14,1.3,1.12,2.38,3.9,Puno,Sur,LogisticX,Normal,1,0
PKG113885,CUST0188,frecuente,2024-02-13,5.0,0.87,0.92,1.92,Arequipa,Sur,EnvíaloYa,Express,0,0
PKG113886,CUST0146,premium,2024-09-20,6.0,0.18,1.94,1.94,Cusco,Sur,LogisticX,Normal,0,0
PKG113887,CUST0420,nuevo,2024-03-22,4.6,1.0,9.9,2.21,Callao,Centro,FastCargo,Normal,0,0
PKG113888,CUST1690,premium,2024-07-16,7.6,1.81,0.62,4.25,Piura,Norte,FastCargo,Normal,0,0
PKG113889,CUST0743,frecuente,2024-04-25,3.3,1.6,4.38,1.96,Lambayeque,Norte,PerúGo,Normal,0,0
PKG113890,CUST1657,nuevo,2024-10-20,4.5,0.99,4.14,3.74,Lima,Centro,RapidBox,Normal,0,0
PKG113891,CUST0118,nuevo,2024-12-19,2.7,0.11,1.0,4.07,Huancavelica,Sierra,FastCargo,Normal,1,0
PKG113892,CUST1946,nuevo,2024-08-30,1.6,1.94,2.03,3.31,Ancash,Centro,FastCargo,Normal,0,0
PKG113893,CUST0359,nuevo,2024-12-20,1.9,0.79,2.1,3.85,Huánuco,Centro,LogisticX,Normal,1,0
PKG113894,CUST0504,premium,2024-12-04,1.7,2.18,0.99,3.72,Lima,Centro,FastCargo,Normal,1,0
PKG113895,CUST0640,premium,2024-12-01,3.5,1.86,2.85,2.04,Amazonas,Sierra,RapidBox,Normal,1,0
PKG113896,CUST0855,premium,2024-12-05,3.5,0.48,4.35,3.91,Loreto,Oriente,EnvíaloYa,Normal,1,0
PKG113897,CUST0413,premium,2024-11-26,1.4,0.94,0.89,4.29,Moquegua,Sur,PerúGo,Normal,1,0
PKG113898,CUST1851,frecuente,2024-05-03,6.9,0.39,1.12,4.07,Lima,Centro,FastCargo,Normal,0,0
PKG113899,CUST0002,nuevo,2024-12-12,4.4,0.75,2.62,2.39,Lima,Centro,LogisticX,Express,1,0
PKG113900,CUST1069,premium,2024-08-17,0.6,4.03,2.71,2.01,Puno,Sur,EnvíaloYa,Normal,0,1
PKG113901,CUST0604,premium,2024-06-13,1.8,0.15,0.61,4.25,Piura,Norte,FastCargo,Normal,0,0
PKG113902,CUST0477,nuevo,2024-12-11,1.0,0.76,3.53,4.32,Lambayeque,Norte,EnvíaloYa,Express,1,0
PKG113903,CUST1290,nuevo,2024-11-15,0.9,3.09,0.96,1.99,Ayacucho,Sur,EnvíaloYa,Normal,1,0
PKG113904,CUST1906,nuevo,2024-06-03,6.4,1.41,1.37,2.14,Puno,Sur,LogisticX,Express,0,0
PKG113905,CUST1377,frecuente,2024-12-18,0.7,0.67,3.14,4.06,Lima,Centro,PerúGo,Express,1,0
PKG113906,CUST1470,premium,2024-11-05,2.2,4.86,1.79,2.04,Lima,Centro,PerúGo,Normal,1,1
PKG113907,CUST0982,frecuente,2024-01-15,1.2,3.94,2.3,4.14,Puno,Sur,PerúGo,Normal,0,0
PKG113908,CUST0938,nuevo,2024-11-04,6.9,0.41,4.67,4.63,Arequipa,Sur,LogisticX,Normal,1,0
PKG113909,CUST0003,nuevo,2024-12-26,6.0,0.77,1.59,4.39,Tacna,Sur,RapidBox,Normal,1,0
PKG113910,CUST0555,frecuente,2024-04-08,0.7,0.29,1.07,2.54,Callao,Centro,RapidBox,Normal,0,0
PKG113911,CUST0685,nuevo,2024-07-02,4.5,0.86,3.41,3.78,Lima,Centro,EnvíaloYa,Normal,0,0
PKG113912,CUST0693,nuevo,2024-05-19,3.8,0.87,0.52,2.08,Lima,Centro,LogisticX,Normal,0,0
PKG113913,CUST1350,nuevo,2024-05-14,1.5,1.1,4.73,2.12,Ica,Sur,FastCargo,Express,0,0
PKG113914,CUST0166,frecuente,2024-02-17,6.1,0.25,1.43,1.86,Apurímac,Sur,PerúGo,Normal,0,0
